marca,precoComDesconto,precoSemDesconto,Condicao,VENDIDO,tamanho_mapeado,Cores_Agrupadas
1786,1500.0,3500.0,4,1,4,19
5506,599.99,2000.0,0,0,3,3
1312,79.0,349.0,0,1,3,1
8990,7000.0,21000.0,4,0,2,14
398,49.98,179.9,0,1,4,19
5658,34000.0,1.05,4,1,3,2
8295,6000.0,21000.0,4,0,2,5
7626,15.0,79.9,1,1,0,3
3892,27.9,60.0,0,1,2,12
2482,29.9,79.9,0,0,3,14
1254,6.93,89.9,0,1,3,1
10500,30.0,45.0,1,1,5,6
1357,20000.0,49000.0,4,1,3,17
8597,14.98,59.9,0,0,2,18
5553,19000.0,70000.0,2,0,3,14
3721,5000.0,10000.0,4,1,0,18
10500,23.5,200.0,0,1,3,6
6000,34.98,139.9,0,1,1,18
1347,7.25,369.99,0,1,3,18
947,15000.0,53000.0,4,1,3,1
3721,36.0,119.99,0,1,3,18
4767,21000.0,73000.0,4,0,4,18
10043,11000.0,39000.0,4,1,2,18
10361,45.9,189.0,0,1,1,1
9212,5600.0,21000.0,4,0,2,5
3269,22.48,89.9,0,0,0,21
6614,65000.0,1.4,2,1,4,19
6619,18000.0,89000.0,2,1,4,14
8931,8000.0,28000.0,4,1,3,18
10361,47.0,89.9,0,1,0,14
3474,80.7,269.0,0,1,2,10
4199,4000.0,12000.0,4,1,3,3
3513,16000.0,39000.0,4,0,3,14
7987,5400.0,14500.0,4,1,4,19
8958,26.23,99.9,0,1,0,5
3300,1.1,3.5,4,0,3,18
9919,40000.0,2.3,4,1,4,18
523,23000.0,92000.0,3,1,3,5
8295,146.41,689.0,0,0,3,14
7100,12000.0,38900.0,4,1,3,18
1675,12000.0,36000.0,4,0,3,12
7987,38.0,119.9,0,1,3,1
3721,3600.0,9000.0,4,1,3,19
3694,13000.0,40000.0,4,0,3,16
9774,35000.0,2.1,4,1,2,3
3721,6000.0,21500.0,4,1,2,3
6162,9800.0,39000.0,4,1,4,1
8552,44.9,129.99,0,1,2,1
7877,38.98,135.9,0,0,3,18
1163,20.9,49.9,0,0,3,19
10361,7000.0,21000.0,4,1,3,17
2303,19.98,79.9,0,1,0,18
5212,137.8,689.0,0,1,3,18
3892,17.5,69.99,0,1,4,14
1531,16.77,55.9,0,1,4,1
2847,12000.0,36000.0,4,1,2,18
4005,113.48,453.9,0,0,3,18
5798,29.0,79.99,0,0,3,14
10361,27.5,89.99,0,1,4,1
4536,12500.0,39000.0,2,1,3,0
4983,458.25,1309.29,1,0,3,14
281,14.05,56.2,0,0,2,5
8026,60.0,500.0,0,1,4,12
2597,16800.0,49000.0,4,1,2,1
3721,27.25,89.0,0,1,4,14
4135,8500.0,30000.0,4,1,3,18
4840,22000.0,69000.0,4,0,4,16
4818,82.0,179.9,0,0,3,18
614,34.97,99.9,1,1,2,3
10357,52.25,188.99,0,0,2,1
10500,27.0,80.0,0,1,5,21
3215,12.0,39.99,0,1,2,1
7774,19.9,69.99,0,1,2,0
5217,12000.0,40000.0,4,0,0,16
2672,24.92,56.9,1,1,0,19
2942,21.0,129.99,0,1,0,18
492,119.0,316.0,1,1,3,6
8406,76.9,239.9,0,1,2,14
1421,17.77,79.0,0,1,2,1
8931,52.5,430.0,0,1,2,21
8597,13.8,69.0,0,1,2,3
2597,9000.0,21000.0,4,1,3,14
2480,2.8,11.45,4,1,4,18
4318,22.48,89.9,0,1,3,19
7599,29.97,99.9,0,0,3,1
6339,28.25,199.0,0,1,3,18
10361,5000.0,17500.0,4,0,3,21
6907,10000.0,39000.0,4,0,3,2
748,25.7,69.9,0,0,2,14
8754,89.0,359.0,0,0,2,14
8597,17.47,49.9,0,0,4,14
7736,23.97,79.9,0,1,3,1
2672,29.9,48.9,1,1,2,12
1014,2400.0,9900.0,4,1,3,1
5275,7000.0,35000.0,4,0,4,18
4462,21.5,79.9,0,0,3,14
4295,15000.0,32000.0,4,1,0,18
226,29.98,119.9,0,1,3,14
9919,40000.0,1.4,4,1,4,18
3372,15100.0,36000.0,4,1,2,16
9469,32000.0,99000.0,4,0,4,18
3721,3500.0,9000.0,4,1,2,5
2672,16.85,48.14,0,1,2,12
10058,11.21,69.9,0,0,0,1
3284,24.47,69.9,0,0,3,1
7457,25000.0,79000.0,4,0,3,18
9477,29.7,99.9,0,1,2,14
6619,15510.0,51700.0,2,1,3,16
9911,11000.0,41000.0,4,0,3,2
9284,20.0,79.99,0,1,3,10
6225,19.9,49.9,0,1,0,14
7987,400.0,1600.0,0,0,2,22
3381,25.77,85.9,0,0,1,5
1472,48.95,659.9,0,1,1,14
523,13000.0,40000.0,4,1,3,1
3474,91.6,229.0,0,1,3,0
117,62.5,250.0,0,0,2,0
523,10000.0,32000.0,4,1,3,1
7987,45.0,289.0,0,1,3,19
4124,66.47,189.9,0,1,3,5
9920,75.6,189.0,1,1,2,14
6152,12000.0,37000.0,4,0,3,0
5917,6500.0,15467.566824463362,4,1,3,15
6907,12000.0,42000.0,4,1,3,14
8597,20.67,68.9,0,1,3,1
8597,12.5,49.99,0,0,4,14
7465,12.47,69.0,0,0,3,22
2814,33.0,79.99,1,0,2,18
8867,5000.0,15467.566824463362,4,1,2,6
7370,37.48,129.9,0,1,1,12
3178,9000.0,32000.0,4,1,2,18
9757,16.25,59.9,0,1,3,1
4462,10.0,50.0,0,1,4,12
3574,9.03,39.9,0,1,2,14
9439,55.9,199.0,0,1,3,19
9460,8000.0,24000.0,4,0,3,9
218,15000.0,49000.0,4,1,3,19
523,13000.0,51000.0,4,1,2,18
4539,19000.0,57000.0,4,0,3,19
8578,18.9,45.9,0,0,3,22
6619,14000.0,65000.0,4,0,3,1
6373,8900.0,36000.0,4,0,2,5
8597,7.0,69.99,0,1,0,1
6013,8000.0,26000.0,4,1,3,9
9715,13.0,49.9,0,1,3,5
8164,14.98,59.9,0,1,3,1
828,23.97,79.9,0,0,2,14
8797,26.0,207.99,0,0,3,14
76,14000.0,35000.0,4,0,0,3
9573,10500.0,35000.0,4,1,3,18
6168,51.0,169.99,0,0,2,5
8597,14.98,59.9,0,0,2,18
6619,20100.0,15467.566824463362,2,0,2,18
10361,25.37,79.9,0,1,4,3
1638,12000.0,39000.0,4,0,4,18
5395,12000.0,48000.0,4,1,3,3
1209,49.9,169.99,0,1,3,0
3602,59.5,205.0,1,0,3,16
8699,8000.0,33000.0,4,0,3,18
10282,22.5,75.0,0,1,3,22
2430,29.09,99.9,0,0,3,5
10429,17.48,69.9,0,0,2,18
8094,12.48,49.9,0,0,3,12
6619,14900.0,48400.0,2,0,3,1
523,9800.0,15467.566824463362,4,1,3,5
523,10000.0,39000.0,4,0,3,22
747,16000.0,49000.0,4,0,3,18
10361,5000.0,21000.0,4,1,3,18
5395,16800.0,53000.0,2,0,2,18
5032,6000.0,18000.0,4,1,3,18
5448,89000.0,2.97,4,1,4,18
10389,14000.0,39000.0,4,1,3,1
2990,20.27,59.9,0,0,3,14
4318,12.0,39.99,0,1,0,3
10429,15.9,59.9,0,1,0,1
8597,23.0,59.99,0,1,2,19
8597,19.9,59.99,0,1,2,18
4617,11000.0,34000.0,4,0,3,18
8091,6300.0,15467.566824463362,4,1,3,6
7858,30.0,100.0,0,0,3,0
10361,6300.0,23900.0,4,1,2,18
2358,10.0,39.9,0,1,3,1
4135,8000.0,24000.0,4,0,3,5
1692,2500.0,15000.0,4,1,3,18
5395,14400.0,36000.0,4,1,3,18
7005,30.0,99.99,0,1,2,14
2880,132.0,1299.99,0,1,1,1
478,22000.0,80000.0,2,1,3,19
10500,69.0,105.0,1,1,4,6
3474,74.5,298.0,0,1,0,14
7754,8000.0,23900.0,2,1,3,3
5035,19.98,79.9,0,1,2,14
10361,59.7,199.0,0,1,3,18
7235,11200.0,60000.0,4,0,4,16
2027,2.0,7.9,4,1,3,18
7630,3000.0,12990.0,4,1,4,3
5903,29.4,98.0,0,0,2,14
9406,38.7,129.0,0,1,2,1
8874,25.97,69.9,0,1,2,18
1279,29.7,99.0,0,0,3,3
1675,8000.0,28000.0,4,1,3,18
8597,10.0,39.9,0,1,4,1
10282,21.03,99.0,0,0,3,14
10361,26.97,89.9,0,1,2,3
8690,35.0,319.0,0,1,3,12
1355,12000.0,42000.0,4,1,3,1
1675,7000.0,20000.0,4,0,3,18
2319,11000.0,38500.0,4,0,3,18
523,50.0,320.0,0,1,3,21
9544,4000.0,11000.0,2,1,3,14
5469,10000.0,29000.0,4,1,2,9
1692,59.7,199.0,0,0,3,10
6619,16350.0,54500.0,2,1,3,9
1752,11500.0,37000.0,4,0,3,2
9414,7000.0,15000.0,4,1,4,3
523,12000.0,36000.0,4,1,3,4
3178,7500.0,29000.0,4,0,3,16
9690,6000.0,23000.0,4,1,3,3
4498,15.8,79.0,0,1,2,18
646,5000.0,17500.0,4,1,3,16
9086,20.97,69.9,0,0,3,19
6944,30.0,119.99,0,0,3,18
3610,47.48,189.9,0,0,3,18
203,86.7,289.0,0,0,3,12
1638,9000.0,31500.0,4,1,0,18
590,12.0,59.99,0,1,4,3
9918,17500.0,62000.0,4,0,2,18
3011,38.97,129.9,0,1,3,1
5802,20.7,69.0,0,1,0,18
1675,6000.0,32000.0,4,1,2,19
4318,37.25,149.0,0,1,1,14
5395,9000.0,31500.0,4,1,3,18
4199,32.48,129.9,0,0,4,12
4635,8.31,49.9,0,0,2,1
5395,12000.0,42000.0,4,1,0,6
5561,24.75,99.0,0,1,3,3
10361,5000.0,16000.0,4,1,3,12
10361,3000.0,10500.0,4,0,3,18
1692,9000.0,31000.0,4,1,0,18
7653,32.48,129.9,0,0,0,14
4318,35.7,119.0,0,0,2,14
1786,1800.0,3000.0,4,0,0,22
1801,4900.0,16300.0,3,0,4,10
2389,22.5,89.99,0,0,0,14
5395,11000.0,33000.0,4,1,3,18
2952,20.0,59.9,0,1,2,14
9605,162.5,650.0,0,0,2,18
532,6000.0,22000.0,2,1,3,18
5488,100.0,200.0,1,0,3,14
5917,7000.0,24500.0,4,1,3,2
6951,20.0,69.0,0,1,2,14
7886,15000.0,49000.0,4,1,3,16
76,10500.0,39000.0,4,0,3,0
6619,14000.0,39000.0,4,1,3,1
226,87.0,289.99,0,1,2,3
1564,12.75,59.99,0,0,3,18
6781,72000.0,2.52,4,0,4,2
8597,10.0,15.9,0,1,2,14
6,13.0,29.0,0,1,4,22
9806,40.0,300.0,0,1,3,6
523,13000.0,51000.0,4,1,3,21
9439,8500.0,38000.0,4,1,2,1
4422,47.7,159.0,0,1,3,1
10193,12.5,50.0,0,1,3,18
6659,9000.0,29000.0,4,1,2,14
5579,15.72,166.99,0,0,2,21
6769,32.85,219.0,0,1,3,1
4458,15.0,49.99,0,0,3,3
6769,8000.0,26000.0,4,0,3,18
1355,10000.0,32900.0,2,0,0,21
180,23000.0,89000.0,2,1,0,15
23,8000.0,15467.566824463362,4,1,4,6
6907,9000.0,31500.0,4,1,3,9
3721,11.67,159.9,0,1,3,14
5395,8000.0,21000.0,4,1,2,18
5526,13000.0,39000.0,4,0,3,14
8597,24.98,99.9,0,1,2,18
1297,8000.0,22000.0,4,0,0,18
2523,7.5,69.9,1,0,3,19
9439,17000.0,72000.0,4,1,0,12
1673,14.9,49.9,0,0,3,3
6619,21000.0,67000.0,4,1,4,16
4767,9000.0,27000.0,4,0,3,21
7395,24.9,79.99,0,0,3,18
8699,5000.0,17500.0,4,1,2,18
4135,10200.0,36000.0,4,0,3,3
8601,29.99,59.9,0,1,2,1
540,20.9,69.9,0,1,3,18
4767,33.9,99.9,0,1,0,22
10361,6000.0,21000.0,4,1,2,1
6225,14.7,49.0,0,1,3,3
345,68.97,229.9,0,1,3,0
2187,2250.0,15467.566824463362,4,1,3,6
5395,9000.0,31000.0,4,0,3,3
2642,20.47,219.0,0,0,3,1
6168,59.0,189.0,0,1,3,6
2597,14000.0,49000.0,4,1,3,18
10361,7000.0,15467.566824463362,4,1,3,18
9918,10000.0,35000.0,4,1,3,1
10361,34.98,119.9,0,1,0,12
3028,5000.0,13900.0,4,1,2,22
9183,18000.0,52500.0,4,1,4,12
9689,6000.0,17000.0,4,1,3,18
10361,22.5,89.99,0,1,3,3
10372,19.0,60.0,0,1,4,19
2187,72.22,299.9,0,1,3,1
9956,64.39,899.9,0,0,2,5
5242,51.0,200.0,1,0,2,6
1357,12500.0,25000.0,4,0,3,16
1355,9500.0,28500.0,4,0,3,18
76,87.0,348.0,0,0,3,14
9439,90.0,340.0,0,1,3,1
8597,18.98,69.9,0,1,0,14
5587,13200.0,39600.0,4,0,3,12
8597,10.15,89.9,0,1,2,0
2754,8000.0,29000.0,4,1,0,18
8438,75.09,175.22,0,1,2,19
8634,50000.0,1.299,4,0,4,5
4175,12000.0,49000.0,4,0,2,14
523,10000.0,34000.0,4,0,2,19
1339,41.65,166.61,0,1,2,22
7939,14.9,49.9,0,0,2,14
4172,1.2,3.39,4,0,4,12
6225,29.0,59.99,0,1,1,18
4210,13.44,149.0,0,1,2,18
2597,9000.0,29000.0,4,1,3,1
2729,14400.0,49000.0,4,1,2,1
4167,49.99,129.9,0,1,3,1
89,27.85,76.16,0,1,2,19
2754,12000.0,69000.0,4,0,3,9
226,26.9,89.9,0,1,3,1
6659,9000.0,29000.0,4,0,3,1
5275,8500.0,30000.0,4,1,4,16
398,49.75,198.99,0,0,3,21
4170,4000.0,10000.0,4,0,3,3
8420,59000.0,2.1,4,0,4,2
8699,10000.0,35000.0,4,0,2,22
7302,9000.0,30000.0,4,0,2,5
6666,24.9,49.99,0,1,3,14
10361,6000.0,18000.0,4,1,2,1
9615,9.9,32.9,0,0,3,14
6168,9500.0,28500.0,4,1,3,1
523,9000.0,39000.0,4,1,3,3
3028,4000.0,15000.0,2,1,3,1
1733,125.7,419.0,0,1,2,1
3474,8000.0,26000.0,4,1,3,15
6719,15.0,40.0,0,0,4,22
3633,7000.0,21000.0,4,0,3,1
1472,40.0,159.99,0,0,0,0
8597,14.9,49.99,0,0,2,0
158,50.0,129.0,0,1,3,18
4351,9000.0,32000.0,4,1,3,1
523,12000.0,36000.0,4,0,3,14
1693,8000.0,25000.0,4,0,3,6
9904,22.9,75.9,0,1,3,18
4318,17.5,49.99,0,1,2,14
4364,4000.0,16000.0,4,1,3,2
8597,17.0,89.9,0,0,2,14
532,8000.0,29000.0,4,1,2,18
7848,8.62,29.0,0,1,2,1
4658,4500.0,16500.0,4,1,4,22
76,16000.0,54900.0,4,0,3,1
8597,16.91,69.99,0,1,2,0
1014,2500.0,10500.0,4,1,2,12
1609,27.0,89.99,0,0,2,1
579,71.5,229.9,0,1,2,14
6744,8.72,75.9,0,0,3,18
8871,23.97,79.9,0,1,2,5
7754,7500.0,36000.0,4,0,3,3
2423,35.0,119.99,0,0,3,14
1564,27.49,149.9,0,0,1,18
10361,7000.0,21000.0,4,0,4,19
9287,26.97,89.9,0,1,3,18
1357,22000.0,66000.0,2,1,3,3
3474,6000.0,25000.0,4,1,2,21
8026,25000.0,99000.0,4,1,4,7
6773,42.48,169.9,0,0,3,20
6907,10000.0,30700.0,2,1,3,22
1214,16.0,39.99,1,0,3,19
5809,5600.0,21000.0,2,0,2,3
10361,46.76,187.03,0,0,2,3
8597,14.9,49.99,0,1,4,18
380,5000.0,12000.0,4,1,3,3
8026,125.0,500.0,0,1,4,12
349,10.3,59.99,0,1,4,5
8597,8.05,69.99,0,0,3,18
2055,11000.0,32000.0,4,1,3,14
5553,7000.0,18000.0,4,1,3,3
1844,53.97,179.9,0,1,3,12
3888,7000.0,29000.0,4,1,3,1
7215,28.73,114.9,0,0,4,22
398,50.7,169.0,0,1,0,14
2187,22.48,89.9,0,0,4,3
7194,53.6,268.0,0,1,3,1
6907,13000.0,39900.0,2,1,3,5
2369,24000.0,79000.0,4,0,2,18
8094,18.9,45.9,0,1,3,1
8597,20.65,161.99,0,0,2,14
3721,1500.0,15467.566824463362,4,1,2,6
1955,10800.0,37800.0,4,0,3,4
8597,20.0,79.9,0,0,2,18
10500,19.0,120.0,0,1,5,6
9414,2800.0,7000.0,4,0,4,18
8597,12.5,49.99,0,1,2,3
5571,34.9,99.9,1,0,3,5
10030,12000.0,36000.0,4,1,2,19
6619,21800.0,72600.0,2,1,3,16
3474,7000.0,29000.0,4,1,0,14
9183,25415.0,84000.0,4,1,3,12
1355,9000.0,31500.0,4,1,2,21
5638,82.0,219.0,0,1,3,6
4,52.0,130.0,0,1,3,5
2632,25000.0,89000.0,4,0,0,21
6619,21000.0,73500.0,4,1,2,5
10361,4000.0,12000.0,4,1,3,19
2407,13300.0,62000.0,4,1,3,18
8094,17.25,69.0,0,0,1,14
3260,17.97,59.9,0,0,2,21
8271,19.9,69.99,0,1,3,5
5548,41.65,119.0,1,1,2,14
4364,44.99,149.99,0,0,3,1
1675,9000.0,31500.0,4,1,4,2
2167,22.0,87.99,0,0,4,5
8716,8000.0,31000.0,4,0,0,21
8160,24.98,99.9,0,0,0,14
5620,35.0,89.9,0,0,2,3
540,19.7,49.9,0,1,2,14
40,23.6,59.9,0,1,2,14
4653,56000.0,3.2,4,0,4,14
7430,36.0,89.99,1,1,3,12
523,16000.0,49000.0,4,0,3,16
8759,72.48,289.9,0,0,0,0
2317,59.9,179.99,0,0,3,16
4954,14.98,59.9,0,0,3,14
2383,47.22,157.4,0,1,3,22
8597,17.9,49.9,0,1,0,18
7342,99.98,399.9,0,0,2,20
10372,3600.0,8000.0,4,0,0,19
8597,2.21,49.99,0,0,4,19
4318,7.5,119.99,0,1,2,19
1675,8000.0,25000.0,4,0,3,19
4395,117.0,419.0,0,1,3,6
8699,8000.0,29000.0,4,1,2,18
6973,9000.0,29000.0,2,0,3,18
2961,17.9,45.0,0,1,2,18
8990,15000.0,45000.0,4,1,3,18
5586,10000.0,39000.0,4,1,4,18
8597,24.98,99.9,0,0,0,12
8699,8000.0,23000.0,4,1,3,5
7263,69.9,239.99,0,0,3,1
1014,2500.0,10500.0,4,1,3,3
2155,54.98,199.9,0,0,2,22
1392,12.04,129.9,0,0,0,19
5571,22.0,149.9,1,1,4,22
5520,34.33,99.9,0,0,2,22
5559,22.42,79.99,0,0,3,14
8164,27.48,89.9,0,0,3,1
9371,9000.0,28000.0,4,0,2,1
8295,9000.0,19900.0,2,1,3,22
9157,20000.0,71000.0,4,1,3,18
7723,39.0,129.0,0,0,2,3
2754,192.48,769.9,0,0,2,5
5005,17.0,42.99,0,0,2,14
10361,47.48,199.9,0,0,0,1
10361,8000.0,28000.0,4,1,3,18
10361,4000.0,12000.0,4,1,2,2
5416,5000.0,10000.0,2,1,3,18
523,10000.0,39000.0,4,0,3,2
730,48.9,249.9,0,1,2,0
4767,10000.0,31000.0,4,0,3,12
9181,21.0,139.99,0,0,3,20
9320,10000.0,32000.0,4,1,3,1
10361,9000.0,35000.0,4,1,3,12
9919,87.48,329.9,0,1,4,12
552,7000.0,21000.0,4,1,3,9
7342,26.97,89.9,0,1,3,12
6088,7.53,49.99,1,0,2,18
4124,14.9,59.99,0,0,4,5
5719,49000.0,1.32,4,1,4,12
203,9.28,98.0,0,0,3,18
89,6000.0,17500.0,4,1,0,22
9573,14000.0,54000.0,4,1,4,15
2407,14500.0,89000.0,4,1,3,1
8361,32.8,49.0,0,0,3,14
6619,35550.0,1.185,2,1,3,18
3467,22.48,69.9,0,0,0,14
2754,99.99,550.0,0,1,2,1
8597,20.0,79.99,0,0,3,14
5395,11000.0,69000.0,4,1,3,1
9806,74.7,249.0,0,1,3,12
8597,10.0,35.0,0,1,2,20
9824,10.0,39.99,0,0,2,3
3474,7000.0,24500.0,4,1,3,1
8931,10000.0,31500.0,4,1,3,9
8905,49.0,139.99,1,1,1,19
373,29.89,69.9,0,0,3,14
7958,35.0,139.99,0,1,3,12
8155,33.9,109.9,0,0,3,19
849,37.8,126.0,0,1,3,1
1786,1800.0,3500.0,4,1,4,18
3474,35.0,139.99,0,0,3,10
9439,44.97,149.9,0,1,2,3
10040,17.48,49.9,0,1,2,22
9426,39.9,149.99,0,1,3,14
7154,14000.0,42000.0,2,1,3,9
1564,34.99,79.99,0,0,4,14
8597,35.6,89.0,0,0,3,14
1027,15000.0,49000.0,2,0,2,19
2055,8000.0,28000.0,4,1,0,1
5469,33000.0,1.2,4,1,4,18
10364,2400.0,4000.0,4,1,4,3
9433,26.9,89.0,0,1,0,22
6223,39.9,139.99,0,0,3,0
601,11200.0,49000.0,2,0,3,14
76,12000.0,42000.0,4,0,3,14
4318,29.97,99.9,0,1,2,1
5395,13200.0,39600.0,2,1,3,18
1904,65000.0,1.98,4,0,4,2
4767,25500.0,69000.0,2,0,4,13
8597,15.0,75.0,0,1,3,21
3328,14.7,49.0,0,1,4,14
9236,286.95,1913.04,0,0,0,5
1669,20.97,69.9,0,1,2,22
198,66.27,220.9,0,0,3,1
8597,15.0,49.99,0,1,0,14
5807,10000.0,33000.0,4,1,3,12
8460,7000.0,24500.0,4,0,3,3
5553,12500.0,40000.0,2,0,3,1
6448,329.97,1099.9,0,0,3,18
1014,3000.0,15467.566824463362,4,1,4,21
10361,49.98,199.9,0,0,1,18
5553,12500.0,40000.0,2,0,3,14
10361,4000.0,18000.0,4,0,3,21
5802,14.98,59.9,0,1,0,21
6168,88.79,399.0,0,0,3,14
6152,10000.0,30000.0,4,1,2,15
10361,57.48,209.9,0,1,3,12
8597,20.97,69.9,0,1,2,1
1675,50.9,169.9,0,1,3,12
3892,6000.0,19000.0,4,1,3,1
6716,17.7,59.9,0,1,2,0
6619,22800.0,57000.0,4,1,3,23
7214,38.7,129.0,0,1,1,12
9141,5.46,109.99,0,0,2,18
7754,9000.0,43000.0,4,1,4,2
10361,5000.0,17900.0,4,1,3,18
10500,30.0,120.0,0,1,5,9
8597,25.2,125.99,0,1,0,12
1014,6000.0,25500.0,4,1,4,18
1638,8000.0,28000.0,2,1,2,19
3721,4000.0,23000.0,4,1,0,1
2597,7000.0,31000.0,4,0,2,18
7462,50000.0,2.03,4,1,3,21
1957,15000.0,52500.0,4,0,2,18
6168,92.25,349.0,0,0,2,14
1564,9.59,59.9,0,1,3,14
2256,26.97,89.9,0,0,3,18
5571,34.5,339.0,0,1,0,6
4539,14000.0,41000.0,4,0,0,16
1937,18.0,40.0,0,1,3,3
8597,15.5,79.99,0,0,2,14
6896,18.75,99.99,0,1,3,19
8716,2000.0,12000.0,4,0,3,10
6619,11000.0,38000.0,4,0,3,16
10258,25.0,79.99,0,1,2,18
4840,11900.0,52000.0,4,0,3,3
8597,23.0,69.9,0,1,4,14
5395,28000.0,78000.0,4,0,3,18
2621,25.98,89.9,0,0,3,1
2855,13.73,99.9,0,0,3,5
2880,70000.0,2.9,4,0,3,3
42,18.97,79.9,0,1,4,14
7160,35.97,119.9,0,1,3,22
8537,7000.0,21000.0,4,1,3,14
1014,6000.0,13000.0,4,1,3,14
9371,16800.0,42000.0,4,0,2,18
3721,6000.0,21000.0,4,1,2,3
2597,78.0,259.99,0,1,3,5
1408,34.9,99.9,0,0,2,14
10500,40.0,120.0,0,1,5,6
4793,8000.0,20000.0,4,1,3,16
9474,14400.0,50400.0,4,1,4,22
476,20000.0,15467.566824463362,4,0,2,18
5475,6000.0,18990.0,2,0,4,9
5802,29.75,119.0,0,1,3,14
7302,14000.0,43000.0,4,0,3,18
8692,13.43,59.7,0,1,3,14
2206,47.97,159.9,0,0,3,1
1904,1.2,2.04,4,0,3,18
6739,49.9,109.9,0,1,0,1
10043,8000.0,28800.0,2,1,4,3
1089,19.98,79.9,0,1,2,3
1330,17.48,69.9,0,1,2,14
8597,12.0,59.99,0,0,2,1
4318,11.79,79.9,0,1,3,1
976,18.42,49.9,0,1,3,18
8931,11000.0,38000.0,2,0,2,18
10361,5000.0,15467.566824463362,4,1,3,5
6202,20.7,69.0,0,1,2,3
8699,104.9,349.99,1,1,3,19
8597,30.0,59.9,0,1,3,12
4199,3600.0,16000.0,4,1,3,22
4199,37.48,129.9,0,1,2,14
646,87.5,349.99,0,1,4,18
3721,5000.0,11000.0,4,1,2,18
523,12000.0,39000.0,4,0,3,18
6086,23.99,44.9,0,0,3,1
1675,8000.0,28000.0,4,0,4,18
8032,12.48,49.9,0,1,3,18
10361,10000.0,29000.0,4,0,3,9
7696,8900.0,19999.0,2,1,4,18
3103,21000.0,15467.566824463362,4,1,0,18
2290,380.0,1010.0,0,1,3,3
5395,9800.0,32000.0,4,1,2,18
10189,47.5,189.99,0,1,2,1
10361,4000.0,14000.0,4,1,2,3
5395,9000.0,31500.0,4,1,2,15
4539,43000.0,1.505,4,1,3,18
2880,69000.0,1.4,3,1,3,18
1014,6000.0,18000.0,4,1,0,3
4617,5600.0,15467.566824463362,4,0,4,19
10361,3400.0,9000.0,4,1,3,1
89,4000.0,15000.0,4,1,0,9
6852,19.98,79.9,0,1,0,12
1014,4000.0,8000.0,4,1,0,21
8406,14.99,199.9,0,1,3,19
8094,12.95,100.0,0,1,3,6
8601,35.0,70.0,1,1,4,6
3618,58.46,129.9,0,0,0,12
2355,12.38,119.0,0,1,1,22
9439,12000.0,42000.0,4,1,4,1
5035,19.98,79.9,0,0,3,1
3474,8000.0,31000.0,4,1,2,14
226,30.21,289.0,0,0,2,1
6067,5000.0,12900.0,4,1,3,18
9197,42.48,149.9,0,0,2,14
4172,2.168,4.8,4,0,4,12
2847,10200.0,37000.0,4,0,3,2
1955,7000.0,24500.0,4,0,3,18
1409,2.6,7.8,4,1,4,18
523,15500.0,89000.0,4,1,3,3
1355,22050.0,89000.0,4,1,3,12
8132,35.6,99.9,0,1,3,14
3474,7000.0,23000.0,2,1,0,3
8088,9000.0,31500.0,4,0,3,10
10361,5000.0,17500.0,4,1,0,18
10346,12.26,109.0,0,0,3,14
6619,16800.0,56000.0,2,1,3,0
9406,30.0,99.99,0,1,3,3
8597,7.5,39.99,0,1,2,21
4318,21.86,89.9,0,1,0,19
3721,23.73,74.9,0,0,0,14
5366,3000.0,15467.566824463362,4,1,3,15
3766,20.0,79.99,0,1,3,1
2597,12900.0,45000.0,4,0,3,19
3734,3.39,109.99,0,1,4,18
10361,6000.0,18000.0,4,0,3,12
1316,9600.0,29000.0,2,1,3,18
8440,25200.0,72900.0,4,1,3,18
5395,12000.0,59000.0,4,1,3,18
3734,7700.0,24000.0,4,0,3,14
2969,9000.0,28000.0,4,0,3,19
5133,15.02,89.9,0,0,3,0
23,9600.0,24000.0,4,0,3,3
523,10000.0,32000.0,4,0,3,21
3474,4000.0,14000.0,4,1,3,18
8699,9000.0,26000.0,4,1,3,21
4225,34.9,129.0,0,1,4,3
3082,12.48,49.9,0,1,2,5
5395,46.0,229.99,0,1,2,5
10361,4800.0,10000.0,4,1,3,18
7318,27.0,89.99,0,0,3,1
6142,26.97,89.9,0,0,3,18
5395,14400.0,35000.0,4,0,3,2
6619,15000.0,52500.0,4,1,3,9
7562,9000.0,29000.0,4,1,4,1
7934,20.97,69.9,0,1,4,14
523,10000.0,32000.0,4,1,2,18
6067,7000.0,29000.0,4,1,0,15
9547,34.75,99.0,0,0,0,14
6373,4000.0,7900.0,3,0,2,3
845,26.21,69.9,0,1,2,14
7154,14000.0,39000.0,4,1,3,9
9023,14.92,59.99,0,0,3,14
10361,6000.0,16000.0,4,1,0,5
10361,5000.0,9000.0,4,1,3,18
5226,2.65,39.9,0,1,2,10
97,11.0,40.0,0,1,4,20
8597,34.98,139.9,0,1,2,1
1970,12.73,59.9,0,0,2,14
984,15.9,29.9,0,0,4,1
1297,12000.0,39000.0,2,0,2,0
7327,35.9,79.9,0,1,3,14
90,51.0,179.9,0,1,1,1
5802,24.98,99.9,0,1,2,14
1808,19.99,49.9,0,1,0,10
1638,20000.0,79000.0,4,1,2,18
5193,17.9,59.9,0,1,3,14
9320,21600.0,62000.0,4,0,3,15
2083,50.0,199.0,0,1,3,6
1786,2400.0,5000.0,4,1,4,19
